"distcode","district","commcode","commune","long","lat","type","pop_dens","clinic_id"
"MG33317","Anosibe-An'ala","MG33317012","Ampasimaneva",48.065,-19.3947,"CSB1",36.738353729248,1756
"MG33317","Anosibe-An'ala","MG33317051","Antandrokomby",47.9787,-19.6028,"CSB1",165.959259033203,1757
"MG33317","Anosibe-An'ala","MG33317071","Longozabe",48.2893,-19.7883,"CSB1",242.745223999023,1758
"MG33317","Anosibe-An'ala","MG33317053","Niarovana Marosampanana",48.0552,-19.5353,"CSB1",201.043701171875,1759
"MG52518","Bekily","MG52518251","Beraketa",45.6745,-24.1832,"CSB1",665.835632324219,1760
"MG51503","Beroroha","MG51503012","Bemavo",45.4321,-21.5697,"CSB1",14.2804470062256,1761
"MG51504","Morombe","MG51504030","Befandefa",43.3033,-22.147,"CSB1",144.125198364258,1762
"MG51512","Sakaraha","MG51512030","Miary Lamatihy",44.4161,-22.8415,"CSB1",58.4467239379883,1763
"MG52518","Bekily","MG52518210","Tanandava",45.5518,-24.3168,"CSB1",12.5651903152466,1764
"MG12110","Ambatolampy","MG12110291","Antanamalaza",47.6277,-19.4275,"CSB2",864.901977539062,32
"MG25213","Farafangana","MG25213270","Ambohigogo",47.5838,-22.7738,"CSB2",361.595642089844,35
"MG25213","Farafangana","MG25213450","Tovona",47.6053,-22.9579,"CSB2",33.599796295166,37
"MG42412","Befandriana Nord","MG42412210","Antsakabary",48.9374,-15.1053,"CSB2",950.620727539062,42
"MG11115","Andramasina","MG11115170","Anosibe Trimoloharano",47.7673,-19.1633,"CSB2",302.209533691406,52
"MG13113","Soavinandriana","MG13113072","Amparibohitra",46.7192,-19.2422,"CSB2",61.2957725524902,53
"MG13105","Arivonimamo","MG13105010","Arivonimamo I",47.1816,-19.0165,"CSB2",3191.93920898438,54
"MG72710","Antalaha","MG72710271","Vinanivao",50.2748,-15.883,"CSB2",404.132934570312,55
"MG25213","Farafangana","MG25213410","Ambalavato Nord",47.5524,-22.6127,"CSB2",50.8792037963867,56
"MG31307","Vatomandry","MG31307092","Iamborano",48.7752,-19.3945,"CSB2",61.5507431030273,58
"MG33312","Amparafaravola","MG33312111","Tanambe",48.4511,-17.3851,"CSB2",2406.07421875,59
"MG52514","Tsihombe","MG52514032","Anjampaly",45.6759,-25.4401,"CSB2",123.574188232422,60
"MG52514","Tsihombe","MG52514072","Imongy",45.7243,-25.2971,"CSB2",133.766479492188,61
"MG11102","Antananarivo Avaradrano","MG11102079","Sabotsy Namehana",47.557,-18.8304,"CSB2",6170.24560546875,71
"MG11117","Antananarivo Atsimondrano","MG11117250","Alatsinainy Ambazaha",47.4584,-18.9758,"CSB2",1172.10290527344,77
"MG11117","Antananarivo Atsimondrano","MG11117450","Ambalavao",47.5277,-19.0973,"CSB2",740.813171386719,78
"MG11117","Antananarivo Atsimondrano","MG11117470","Ambatofahavalo",47.5993,-19.1083,"CSB2",206.512878417969,79
"MG11117","Antananarivo Atsimondrano","MG11117130","Ambavahaditokana",47.4665,-18.9224,"CSB2",9952.3642578125,80
"MG11117","Antananarivo Atsimondrano","MG11117350","Ambohijanaka",47.5621,-18.9995,"CSB2",1394.42468261719,81
"MG11117","Antananarivo Atsimondrano","MG11117370","Ampahitrosy",47.4915,-19.0289,"CSB2",318.815826416016,82
"MG11117","Antananarivo Atsimondrano","MG11117270","Ampanefy",47.4946,-18.9754,"CSB2",3019.45703125,83
"MG11117","Antananarivo Atsimondrano","MG11117011","Ampitatafika",47.4642,-18.9485,"CSB2",3264.12768554688,84
"MG11117","Antananarivo Atsimondrano","MG11117170","Andoharanofotsy",47.533,-18.976,"CSB2",13150.5810546875,85
"MG11117","Antananarivo Atsimondrano","MG11117410","Androhibe",47.464,-19.0101,"CSB2",536.710083007812,87
"MG11117","Antananarivo Atsimondrano","MG11117290","Ankadimanga",47.4619,-18.8945,"CSB2",2934.82934570312,88
"MG11117","Antananarivo Atsimondrano","MG11117190","Ankaraobato",47.5355,-18.9668,"CSB2",13867.8076171875,89
"MG11117","Antananarivo Atsimondrano","MG11117012","Anosizato Andrefana",47.4923,-18.9407,"CSB2",13746.2333984375,90
"MG11117","Antananarivo Atsimondrano","MG11117230","Antanetikely",47.4859,-19.0638,"CSB2",1233.31201171875,91
"MG11117","Antananarivo Atsimondrano","MG11117070","Bemasoandro",47.4867,-18.9077,"CSB2",7093.26953125,92
"MG11117","Antananarivo Atsimondrano","MG11117390","Bongatsara",47.5436,-19.0322,"CSB2",988.570495605469,93
"MG11117","Antananarivo Atsimondrano","MG11117330","Soavina",47.5037,-18.9621,"CSB2",5962.93017578125,94
"MG11117","Antananarivo Atsimondrano","MG11117430","Tsiafahy",47.5581,-19.0677,"CSB2",971.5810546875,96
"MG11101","Antananarivo Renivohitra","MG11101001","1er Arrondissement",47.5166,-18.9092,"CSB2",58107.09765625,101
"MG31310","Toamasina II","MG31310010","Toamasina Suburbaine",49.3511,-18.1571,"CSB2",96.3510131835938,107
"MG11101","Antananarivo Renivohitra","MG11101005","5e Arrondissement",47.5325,-18.8961,"CSB2",38199.640625,111
"MG11101","Antananarivo Renivohitra","MG11101006","6e Arrondissement",47.5009,-18.8746,"CSB2",20531.416015625,119
"MG11101","Antananarivo Renivohitra","MG11101004","4e Arrondissement",47.5,-18.9127,"CSB2",29160.251953125,125
"MG11117","Antananarivo Atsimondrano","MG11117150","Tanjombato",47.5286,-18.9588,"CSB2",22363.294921875,131
"MG11117","Antananarivo Atsimondrano","MG11117110","Itaosy",47.4712,-18.9144,"CSB2",16828.84375,133
"MG11117","Antananarivo Atsimondrano","MG11117311","Fenoarivo",47.4359,-18.9318,"CSB2",3861.92578125,135
"MG11102","Antananarivo Avaradrano","MG11102010","Alasora",47.5685,-18.9582,"CSB2",3407.0224609375,142
"MG11101","Antananarivo Renivohitra","MG11101002","2e Arrondissement",47.5403,-18.9242,"CSB2",33985.41015625,153
"MG11102","Antananarivo Avaradrano","MG11102230","Ambohimalaza Miray",47.637,-18.8961,"CSB2",894.987854003906,175
"MG11102","Antananarivo Avaradrano","MG11102050","Ambohimanambola",47.6004,-18.9428,"CSB2",2299.57446289062,177
"MG11102","Antananarivo Avaradrano","MG11102319","Ambohimanga Rova",47.5583,-18.7703,"CSB2",404.742736816406,179
"MG11102","Antananarivo Avaradrano","MG11102430","Ankadinandriana",47.6628,-19.0604,"CSB2",130.135116577148,181
"MG11102","Antananarivo Avaradrano","MG11102279","Fiaferana",47.6212,-18.84,"CSB2",141.179092407227,182
"MG11102","Antananarivo Avaradrano","MG11102410","Masindray",47.6271,-18.9697,"CSB2",334.34033203125,183
"MG11102","Antananarivo Avaradrano","MG11102379","Talata Volonondry",47.5986,-18.7752,"CSB2",357.804656982422,186
"MG11102","Antananarivo Avaradrano","MG11102039","Ankadikely Ilafy",47.5566,-18.8507,"CSB2",4573.8017578125,190
"MG11102","Antananarivo Avaradrano","MG11102390","Anjeva Gara",47.6581,-18.9427,"CSB2",830.447448730469,195
"MG11102","Antananarivo Avaradrano","MG11102210","Manandriana",47.5873,-18.8074,"CSB2",522.284118652344,197
"MG11103","Ambohidratrimo","MG11103390","Ambato",47.49,-18.595,"CSB2",94.6568374633789,200
"MG11103","Ambohidratrimo","MG11103172","Ambatolampy",47.5173,-18.7981,"CSB2",1273.42846679688,201
"MG11103","Ambohidratrimo","MG11103270","Ambohimanjaka",47.4281,-18.7217,"CSB2",295.018035888672,203
"MG11103","Ambohidratrimo","MG11103370","Ambohipihaonana",47.5678,-18.683,"CSB2",270.844848632812,204
"MG11103","Ambohidratrimo","MG11103130","Ambohitrimanjaka",47.4378,-18.8615,"CSB2",3166.45947265625,205
"MG11103","Ambohidratrimo","MG11103190","Ampangabe",47.4054,-18.8587,"CSB2",615.848327636719,206
"MG11103","Ambohidratrimo","MG11103210","Ampanotokana",47.3105,-18.7276,"CSB2",334.365264892578,208
"MG11103","Ambohidratrimo","MG11103410","Anjanadoria",47.3854,-18.6248,"CSB2",155.339141845703,209
"MG11103","Ambohidratrimo","MG11103030","Anosiala",47.4283,-18.801,"CSB2",1398.78576660156,210
"MG11103","Ambohidratrimo","MG11103350","Antanetibe",47.3614,-18.6873,"CSB2",517.614440917969,211
"MG11103","Ambohidratrimo","MG11103252","Antsahafilo",47.5384,-18.6421,"CSB2",16.5453929901123,213
"MG11103","Ambohidratrimo","MG11103430","Avaratsena",47.5969,-18.6506,"CSB2",88.754524230957,214
"MG11103","Ambohidratrimo","MG11103290","Fiadanana",47.4068,-18.8797,"CSB2",538.926879882812,215
"MG11103","Ambohidratrimo","MG11103112","Ivato Aeroport",47.4813,-18.8065,"CSB2",6625.9287109375,217
"MG11103","Ambohidratrimo","MG11103111","Ivato Firaisana",47.4878,-18.8189,"CSB2",7174.7431640625,218
"MG11103","Ambohidratrimo","MG11103310","Mahabo",47.3367,-18.6439,"CSB2",245.891632080078,219
"MG11103","Ambohidratrimo","MG11103150","Mahitsy",47.3483,-18.7574,"CSB2",2694.49194335938,221
"MG11103","Ambohidratrimo","MG11103251","Manjakavaradrano",47.4866,-18.6955,"CSB2",155.259963989258,223
"MG11103","Ambohidratrimo","MG11103171","Merimandroso",47.5089,-18.7547,"CSB2",478.488922119141,224
"MG11103","Ambohidratrimo","MG11103050","Talatamaty",47.4605,-18.8403,"CSB2",11857.1923828125,225
"MG11103","Ambohidratrimo","MG11103010","Ambohidratrimo",47.4426,-18.8174,"CSB2",5278.72265625,230
"MG14111","Tsiroanomandidy","MG14111290","Bemahatazana",45.9464,-19.0442,"CSB2",323.432922363281,232
"MG14119","Fenoarivobe","MG14119071","Ambohitromby",46.4038,-17.9113,"CSB2",27.5608539581299,233
"MG14119","Fenoarivobe","MG14119031","Firavahana",46.8862,-18.6273,"CSB2",216.100280761719,237
"MG14119","Fenoarivobe","MG14119051","Kiranomena",46.0517,-18.2965,"CSB2",204.165725708008,239
"MG14119","Fenoarivobe","MG14119053","Mahajeby",45.9968,-18.0466,"CSB2",108.663230895996,240
"MG14119","Fenoarivobe","MG14119052","Tsinjoarivo 22",45.8516,-18.3482,"CSB2",139.933624267578,242
"MG13112","Miarinarivo","MG13112112","Alatsinainikely",46.5657,-18.9332,"CSB2",45.8125114440918,243
"MG13112","Miarinarivo","MG13112050","Ambatomanjaka",46.8666,-18.8736,"CSB2",505.910919189453,244
"MG13112","Miarinarivo","MG13112111","Analavory",46.716,-18.9734,"CSB2",3433.4072265625,245
"MG13112","Miarinarivo","MG13112210","Andolofotsy",46.6389,-18.747,"CSB2",311.054565429688,246
"MG13112","Miarinarivo","MG13112151","Anosibe Ifanja",46.7528,-18.8829,"CSB2",1037.85522460938,247
"MG13112","Miarinarivo","MG13112071","Manazary",46.868,-19.0489,"CSB2",791.191162109375,248
"MG13112","Miarinarivo","MG13112130","Mandiavato",47.0229,-19.092,"CSB2",267.664855957031,249
"MG13112","Miarinarivo","MG13112030","Miarinarivo II",46.9766,-18.9578,"CSB2",26.7023124694824,250
"MG13112","Miarinarivo","MG13112090","Soamahamanina",47.0167,-18.9903,"CSB2",211.179214477539,251
"MG13112","Miarinarivo","MG13112190","Soavimbazaha",47.0384,-18.8093,"CSB2",241.451232910156,252
"MG13112","Miarinarivo","MG13112170","Zoma Bealoka",47.0555,-18.8569,"CSB2",255.207946777344,253
"MG13105","Arivonimamo","MG13105213","Alakamisikely",47.16,-19.1971,"CSB2",311.292266845703,254
"MG13105","Arivonimamo","MG13105190","Ambatomanga",47.2118,-18.8257,"CSB2",74.8703765869141,255
"MG13105","Arivonimamo","MG13105170","Ambatomirahavavy",47.393,-18.9356,"CSB2",350.347198486328,256
"MG13105","Arivonimamo","MG13105090","Amboanana",47.1725,-19.1381,"CSB2",589.72314453125,257
"MG13105","Arivonimamo","MG13105230","Ambohimandry",47.3712,-19.0946,"CSB2",608.90966796875,258
"MG13105","Arivonimamo","MG13105270","Ambohimasina",47.2687,-18.8247,"CSB2",149.158126831055,259
"MG13105","Arivonimamo","MG13105291","Ambohipandrano",47.338,-19.133,"CSB2",196.13720703125,260
"MG13105","Arivonimamo","MG13105050","Ambohitrambo",47.1787,-18.9221,"CSB2",171.086654663086,261
"MG13105","Arivonimamo","MG13105070","Ampahimanga",47.1974,-19.1047,"CSB2",514.369750976562,262
"MG13105","Arivonimamo","MG13105250","Antambolo",47.3183,-18.8325,"CSB2",256.827453613281,263
"MG13105","Arivonimamo","MG13105216","Rambolamasoandro Andranomiely",47.1542,-19.3197,"CSB2",133.841369628906,264
"MG13113","Soavinandriana","MG13113210","Ambatoasana Centre",46.3845,-19.2009,"CSB2",109.009902954102,265
"MG13113","Soavinandriana","MG13113132","Amberomanga",46.6166,-19.2402,"CSB2",36.4252891540527,266
"MG13113","Soavinandriana","MG13113131","Amparaky",46.6299,-19.3079,"CSB2",189.909759521484,267
"MG13113","Soavinandriana","MG13113030","Ampary",46.7098,-19.095,"CSB2",1040.78393554688,268
"MG13113","Soavinandriana","MG13113090","Ampefy",46.734,-19.044,"CSB2",955.459289550781,269
"MG13113","Soavinandriana","MG13113150","Ankaranana",46.6209,-19.0495,"CSB2",645.889099121094,270
"MG13113","Soavinandriana","MG13113190","Ankisabe",46.4805,-19.2955,"CSB2",231.659515380859,271
"MG33316","Andilamena","MG33316031","Antanimenabaka",48.4902,-16.938,"CSB2",595.265197753906,272
"MG13113","Soavinandriana","MG13113012","Dondona",46.8514,-19.1706,"CSB2",68.7424697875977,273
"MG13113","Soavinandriana","MG13113170","Mahavelona",46.5254,-19.1712,"CSB2",421.326629638672,274
"MG13113","Soavinandriana","MG13113071","Masindray",46.7343,-19.2736,"CSB2",246.081939697266,275
"MG13113","Soavinandriana","MG13113230","Tamponala",46.405,-19.3043,"CSB2",630.442749023438,277
"MG13105","Arivonimamo","MG13105211","Manalalondo",47.1127,-19.2569,"CSB2",1010.00561523438,278
"MG12108","Antsirabe I","MG12108003","Soamalaza Mahatsinjo",47.0431,-19.8758,"CSB2",9150.7109375,279
"MG12108","Antsirabe I","MG12108004","Antsirabe Afovoany Atsinanana",47.0448,-19.9273,"CSB2",415.356018066406,280
"MG12108","Antsirabe I","MG12108002","Ampatana Mandriankeniheny",47.0035,-19.9325,"CSB2",991.971496582031,283
"MG12108","Antsirabe I","MG12108005","Manodidina Ny Gara Ambilombe",47.0381,-19.8489,"CSB2",7071.73388671875,285
"MG12108","Antsirabe I","MG12108006","Mahazoarivo Avarabohitra",47.0319,-19.8533,"CSB2",12768.0244140625,286
"MG72712","Andapa","MG72712170","Matsohely",49.5671,-14.6197,"CSB2",525.716918945312,287
"MG72712","Andapa","MG72712050","Ankiakabe Nord",49.5913,-14.6737,"CSB2",974.707458496094,289
"MG72712","Andapa","MG72712110","Marovato",49.6356,-14.6078,"CSB2",888.613586425781,291
"MG72710","Antalaha","MG72710170","Ambalabe",50.4222,-15.1609,"CSB2",167.104385375977,292
"MG72710","Antalaha","MG72710190","Ambinanifaho",50.1191,-14.6124,"CSB2",872.510986328125,293
"MG25213","Farafangana","MG25213110","Ivandrika",47.722,-22.882,"CSB2",713.968200683594,294
"MG25213","Farafangana","MG25213472","Namohora Iaborano",47.6399,-22.6279,"CSB2",237.445358276367,295
"MG25213","Farafangana","MG25213551","Ihorombe",47.5328,-23.0131,"CSB2",163.398468017578,296
"MG25213","Farafangana","MG25213310","Mahabo Mananivo",47.682,-23.1831,"CSB2",89.6445236206055,298
"MG25213","Farafangana","MG25213170","Mahafasa Centre",47.6767,-22.688,"CSB2",562.457214355469,299
"MG25213","Farafangana","MG25213150","Mahavelo",47.6999,-22.7047,"CSB2",356.702056884766,300
"MG25213","Farafangana","MG25213290","Maheriraty",47.6139,-22.7545,"CSB2",356.717193603516,301
"MG25213","Farafangana","MG25213130","Manambotra Atsimo",47.8107,-22.9282,"CSB2",342.438690185547,302
"MG25213","Farafangana","MG25213590","Marovandrika",47.6659,-22.5178,"CSB2",119.733955383301,303
"MG25213","Farafangana","MG25213490","Sahamadio",47.5761,-22.5205,"CSB2",338.860565185547,304
"MG25213","Farafangana","MG25213230","Tangainony",47.7432,-22.6995,"CSB2",1523.54333496094,305
"MG25213","Farafangana","MG25213570","Vohilengo",47.6936,-22.5489,"CSB2",458.558929443359,306
"MG25213","Farafangana","MG25213030","Vohimasy",47.7235,-22.8031,"CSB2",88.3900527954102,307
"MG25213","Farafangana","MG25213090","Vohitromby",47.763,-22.8788,"CSB2",834.020080566406,308
"MG25222","Befotaka","MG25222032","Antaninarenina",46.94,-23.9456,"CSB2",229.016387939453,309
"MG25222","Befotaka","MG25222012","Antondabe",47.1398,-23.853,"CSB2",108.531852722168,310
"MG25222","Befotaka","MG25222011","Befotaka Sud",46.9883,-23.823,"CSB2",118.488128662109,311
"MG25222","Befotaka","MG25222053","Bekofafa Sud",46.5837,-23.7647,"CSB2",119.574745178223,313
"MG25222","Befotaka","MG25222031","Marovitsika Sud",46.8943,-24.0385,"CSB2",84.679573059082,314
"MG11115","Andramasina","MG11115110","Alarobia Vatosola",47.7501,-19.2284,"CSB2",535.764892578125,315
"MG11115","Andramasina","MG11115071","Alatsinainy Bakaro",47.6811,-19.3225,"CSB2",1415.50122070312,317
"MG11115","Andramasina","MG11115032","Andohariana",47.5757,-19.3139,"CSB2",150.163375854492,319
"MG11115","Andramasina","MG11115010","Andramasina",47.5888,-19.1866,"CSB2",796.604736328125,320
"MG11115","Andramasina","MG11115072","Antotohazo",47.6153,-19.3687,"CSB2",132.888305664062,322
"MG11115","Andramasina","MG11115130","Fitsinjovana Bakaro",47.7318,-19.3906,"CSB2",280.986114501953,323
"MG11115","Andramasina","MG11115050","Mandrosoa",47.6666,-19.1618,"CSB2",394.204040527344,324
"MG11115","Andramasina","MG11115031","Sabotsy Ambohitromby",47.6118,-19.2379,"CSB2",510.228485107422,325
"MG11115","Andramasina","MG11115150","Sabotsy Manjakavahoaka",47.7537,-19.1706,"CSB2",99.6534271240234,326
"MG11107","Anjozorobe","MG11107170","Alakamisy",47.9331,-18.5371,"CSB2",184.91455078125,328
"MG11107","Anjozorobe","MG11107230","Ambatomanoina",47.6255,-18.3121,"CSB2",515.970031738281,329
"MG11107","Anjozorobe","MG11107270","Amboasary Nord",47.7674,-18.1182,"CSB2",41.8324546813965,330
"MG11107","Anjozorobe","MG11107310","Ambohibary Vohilena",47.6219,-18.2191,"CSB2",630.555114746094,331
"MG11107","Anjozorobe","MG11107099","Ambongamarina",47.8026,-18.2963,"CSB2",127.675720214844,333
"MG11107","Anjozorobe","MG11107190","Analaroa",47.7087,-18.4126,"CSB2",187.963760375977,335
"MG11107","Anjozorobe","MG11107211","Antanetibe",47.5574,-18.3963,"CSB2",1210.38403320312,339
"MG11107","Anjozorobe","MG11107370","Beronono",47.5172,-18.1861,"CSB2",89.3644790649414,340
"MG11107","Anjozorobe","MG11107150","Betatao",47.8875,-18.2025,"CSB2",144.584121704102,341
"MG11107","Anjozorobe","MG11107070","Mangamila",47.8617,-18.5659,"CSB2",365.406585693359,342
"MG11107","Anjozorobe","MG11107350","Marotsipoy",47.6621,-17.9281,"CSB2",79.2620697021484,343
"MG11107","Anjozorobe","MG11107110","Tsarasaotra",47.9141,-18.5578,"CSB2",614.555236816406,344
"MG11104","Ankazobe","MG11104170","Ambolotarakely",47.4018,-18.2703,"CSB2",43.0344619750977,345
"MG11104","Ankazobe","MG11104190","Antakavana",47.3838,-18.0349,"CSB2",15.1240272521973,347
"MG11104","Ankazobe","MG11104071","Antotohazo",47.0956,-18.5196,"CSB2",230.304092407227,348
"MG11104","Ankazobe","MG11104130","Fiadanana",46.8852,-18.2231,"CSB2",247.864700317383,349
"MG22204","Fandriana","MG22204070","Fiadanana",47.4076,-20.3343,"CSB2",352.262237548828,350
"MG11104","Ankazobe","MG11104210","Kiangara",47.0296,-17.9709,"CSB2",807.903930664062,351
"MG11104","Ankazobe","MG11104110","Mahavelona",47.2542,-18.514,"CSB2",222.053817749023,352
"MG11104","Ankazobe","MG11104072","Marondry",47.0027,-18.4347,"CSB2",209.385513305664,353
"MG11104","Ankazobe","MG11104230","Miantso",47.1522,-18.7189,"CSB2",333.191925048828,354
"MG11104","Ankazobe","MG11104030","Talata Angavo",47.0991,-18.2092,"CSB2",264.118347167969,355
"MG11104","Ankazobe","MG11104150","Tsaramasoandro",47.2172,-17.9613,"CSB2",26.5291881561279,356
"MG11104","Ankazobe","MG11104050","Ambohitromby",47.1631,-18.4928,"CSB2",22.4156055450439,357
"MG11106","Manjakandriana","MG11106090","Alarobia",47.7236,-18.9665,"CSB2",557.919799804688,358
"MG11106","Manjakandriana","MG11106210","Ambanitsena",47.689,-18.8746,"CSB2",606.941833496094,360
"MG11106","Manjakandriana","MG11106012","Ambatolaona",47.8811,-18.9289,"CSB2",204.344696044922,361
"MG11106","Manjakandriana","MG11106070","Ambatomanga",47.7377,-18.9654,"CSB2",224.378021240234,362
"MG11106","Manjakandriana","MG11106251","Ambatomena",47.7572,-18.7823,"CSB2",307.637664794922,364
"MG11106","Manjakandriana","MG11106252","Ambohibao Sud",47.746,-18.7491,"CSB2",412.284606933594,365
"MG11106","Manjakandriana","MG11106050","Ambohibary",47.8196,-18.8467,"CSB2",186.685073852539,366
"MG11106","Manjakandriana","MG11106230","Ambohitrandriamanitra",47.7799,-19.0878,"CSB2",362.229278564453,367
"MG11106","Manjakandriana","MG11106371","Ambohitrolomahitsy",47.6797,-18.7069,"CSB2",722.253845214844,368
"MG11106","Manjakandriana","MG11106372","Ampaneva",47.6704,-18.7483,"CSB2",428.694091796875,369
"MG11106","Manjakandriana","MG11106290","Ambohitrony",47.7689,-18.7485,"CSB2",557.568603515625,370
"MG11106","Manjakandriana","MG11106190","Anjepy",47.7325,-18.8483,"CSB2",324.961669921875,371
"MG11102","Antananarivo Avaradrano","MG11102350","Viliahazo",47.6933,-18.8109,"CSB2",358.097778320312,372
"MG11106","Manjakandriana","MG11106351","Ankazondandy",47.7959,-18.6984,"CSB2",1066.98474121094,373
"MG11106","Manjakandriana","MG11106272","Antsahalalina",47.7944,-18.7619,"CSB2",263.039672851562,375
"MG11106","Manjakandriana","MG11106170","Nandihizana",47.7062,-18.907,"CSB2",397.947418212891,376
"MG11106","Manjakandriana","MG11106310","Merikanjaka",47.8329,-19.1383,"CSB2",140.286895751953,379
"MG11106","Manjakandriana","MG11106150","Miadanandriana",47.7914,-19.0372,"CSB2",678.962890625,380
"MG11106","Manjakandriana","MG11106130","Ranovao",47.815,-18.8276,"CSB2",187.444152832031,381
"MG11106","Manjakandriana","MG11106390","Sadabe",47.71,-18.6174,"CSB2",426.437896728516,382
"MG11106","Manjakandriana","MG11106030","Sambaina",47.7828,-18.8927,"CSB2",613.665832519531,383
"MG11106","Manjakandriana","MG11106352","Soavinandriana",47.8709,-18.697,"CSB2",224.461471557617,384
"MG14111","Tsiroanomandidy","MG14111250","Ambalanirana",46.5189,-18.7577,"CSB2",836.292358398438,386
"MG14111","Tsiroanomandidy","MG14111210","Ambararatabe",46.192,-18.986,"CSB2",117.703247070312,387
"MG14111","Tsiroanomandidy","MG14111051","Ambatolampy",46.1289,-18.8949,"CSB2",323.749328613281,388
"MG14111","Tsiroanomandidy","MG14111090","Ankadinondry Sakay",46.463,-18.974,"CSB2",259.383209228516,390
"MG14111","Tsiroanomandidy","MG14111110","Ankerana Avaratra",46.119,-18.585,"CSB2",11.848653793335,391
"MG14111","Tsiroanomandidy","MG14111190","Anosy",46.43,-18.8284,"CSB2",71.3349685668945,392
"MG14111","Tsiroanomandidy","MG14111230","Belobaka",45.6921,-18.9945,"CSB2",821.599670410156,393
"MG14111","Tsiroanomandidy","MG14111070","Bevato",46.2573,-18.6935,"CSB2",356.729095458984,395
"MG14111","Tsiroanomandidy","MG14111310","Fierenana",45.8461,-18.5455,"CSB2",401.280212402344,396
"MG14111","Tsiroanomandidy","MG14111270","Mahasolo",46.3671,-19.1218,"CSB2",764.759094238281,397
"MG14111","Tsiroanomandidy","MG14111052","Maritampona",46.1131,-19.0371,"CSB2",132.381744384766,398
"MG14111","Tsiroanomandidy","MG14111330","Maroharona",46.2932,-19.2764,"CSB2",26.12912940979,399
"MG14111","Tsiroanomandidy","MG14111130","Miandrarivo",45.9897,-18.9372,"CSB2",18.9820194244385,400
"MG14111","Tsiroanomandidy","MG14111170","Soanierana",46.2513,-18.6341,"CSB2",52.7694473266602,401
"MG14111","Tsiroanomandidy","MG14111150","Tsinjoarivo Imanga",46.3196,-18.933,"CSB2",130.004318237305,402
"MG14111","Tsiroanomandidy","MG14111030","Tsiroanomandidy Fihaonana",46.0107,-18.6152,"CSB2",70.7025527954102,403
"MG13105","Arivonimamo","MG13105212","Antenimbe",47.1071,-19.214,"CSB2",107.058036804199,406
"MG13105","Arivonimamo","MG13105030","Arivonimamo II",47.1657,-19.0149,"CSB2",252.070724487305,407
"MG13105","Arivonimamo","MG13105215","Marofangady",47.0834,-19.3164,"CSB2",140.055511474609,410
"MG13105","Arivonimamo","MG13105292","Miandrandra",47.2705,-19.2203,"CSB2",61.2490081787109,411
"MG13105","Arivonimamo","MG13105310","Miantsoarivo",47.4052,-19.1997,"CSB2",383.488342285156,412
"MG13105","Arivonimamo","MG13105110","Morafeno",47.0966,-19.0919,"CSB2",52.7918968200684,413
"MG13105","Arivonimamo","MG13105150","Morarano",47.303,-18.9132,"CSB2",359.739837646484,414
"MG12118","Antsirabe II","MG12118050","Alakamisy",46.9856,-19.8046,"CSB2",217.626525878906,416
"MG12118","Antsirabe II","MG12118010","Ambano",47.0292,-19.6975,"CSB2",107.702453613281,417
"MG12118","Antsirabe II","MG12118310","Ambatomena",47.3018,-19.8176,"CSB2",71.1162643432617,418
"MG12118","Antsirabe II","MG12118130","Ambohidranandriana",47.1703,-19.904,"CSB2",160.576614379883,420
"MG12118","Antsirabe II","MG12118150","Ambohimiarivo",47.1646,-19.8351,"CSB2",97.7213821411133,422
"MG12118","Antsirabe II","MG12118110","Andranomanelatra",47.112,-19.7744,"CSB2",289.828796386719,423
"MG12118","Antsirabe II","MG12118170","Ambohitsimanova",47.1416,-20.0246,"CSB2",52.7368202209473,425
"MG12118","Antsirabe II","MG12118370","Antanambao",47.3911,-19.9577,"CSB2",174.396286010742,426
"MG12118","Antsirabe II","MG12118070","Antanimandry",46.9634,-19.8538,"CSB2",915.368041992188,427
"MG12118","Antsirabe II","MG12118230","Antsoatany",47.1561,-19.699,"CSB2",137.872924804688,429
"MG12118","Antsirabe II","MG12118030","Belazao",46.9681,-19.8935,"CSB2",547.002868652344,430
"MG12118","Antsirabe II","MG12118250","Alatsinainy Ibity",46.9645,-20.1985,"CSB2",23.5466537475586,431
"MG12118","Antsirabe II","MG12118210","Manandona",47.0615,-20.0627,"CSB2",182.895599365234,432
"MG12118","Antsirabe II","MG12118332","Mandrosohasina",47.1756,-19.5853,"CSB2",324.613800048828,433
"MG12118","Antsirabe II","MG12118190","Mangarano",46.979,-19.962,"CSB2",124.266189575195,434
"MG12118","Antsirabe II","MG12118270","Sahanivotry Manandona",47.0588,-20.1361,"CSB2",54.0986518859863,435
"MG12118","Antsirabe II","MG12118290","Soanindrariny",47.236,-19.906,"CSB2",949.913696289062,436
"MG12118","Antsirabe II","MG12118350","Tsarahonenana Sahanivotry",47.268,-19.994,"CSB2",154.700958251953,437
"MG12118","Antsirabe II","MG12118090","Vinaninkarena",47.0421,-19.9735,"CSB2",133.6201171875,438
"MG12110","Ambatolampy","MG12110090","Ambatondrakalavao",47.5081,-19.4511,"CSB2",548.757446289062,441
"MG12110","Ambatolampy","MG12110190","Ambodifarihy Fenomanana",47.5626,-19.4672,"CSB2",373.277618408203,442
"MG12110","Ambatolampy","MG12110050","Ambohipihaonana",47.4143,-19.4432,"CSB2",1297.40417480469,443
