X,Y,id_0,id,gid,objectid,code_reg,nom_fs,type,xcoor,ycoor,mdg_fkt_co,reg_code,dis_code,com_code,fkt_code,genre_fs,type_fs,nom_propre,ll_source,xcoor_autr,ycoor_autr,rectifie,nom_fs_tmp
47.6276999997554,-19.4274999999249,1,1,1,1.000000000000000,14.000000000000000,CSB2 CABINET DE SOINS MAMISOA ANTANAMALAZA,CSB2,47.627699999999997,-19.427499999999998,MDG12110291001,12,110,291,001,Public,Health Center,Antanamalaza,Combination,46.911650000000002,-19.820865999999999,,CABINET DE SOINS MAMISOA ANTANAMALAZA
46.4396999997554,-19.6763999999599,2,2,2,2.000000000000000,14.000000000000000,CSB2 SOLIDAGO,CSB2,46.439700000000002,-19.676400000000001,MDG12120090010,12,120,090,010,,,,,0.000000000000000,0.000000000000000,,SOLIDAGO
47.2525000002749,-19.9424999999749,3,3,3,3.000000000000000,14.000000000000000,CSB1 LOTERANA ANTANIKATSAKA,CSB1,47.252499999999998,-19.942499999999999,MDG12118290012,12,118,290,012,Priv,,,,0.000000000000000,0.000000000000000,,LOTERANA ANTANIKATSAKA
47.326,-19.6617000001547,4,4,4,4.000000000000000,14.000000000000000,CSB2 BLUE STAR ANTANIFOTSY,CSB2,47.326000000000001,-19.661700000000000,MDG12114010039,12,114,010,039,Public,Hospital,Antanifotsy,Combination,47.500539000000003,-19.846364000000001,,BLUE STAR ANTANIFOTSY
48.221300000195,-17.5887000003046,5,5,5,5.000000000000000,52.000000000000000,CSB2 CML (DR JEAN LOUIS),CSB2,48.221299999999999,-17.588699999999999,MDG33312011001,33,312,011,001,Priv,,,,0.000000000000000,0.000000000000000,,CML (DR JEAN LOUIS)
46.9933000000951,-25.0361000004145,6,6,6,6.000000000000000,63.000000000000000,CSB2 CML AMPASAMASAY,CSB2,46.993299999999998,-25.036100000000001,MDG53515010010,53,515,010,010,"Public, Assumed",Hospital,Anosy,Encarta,47.066699999999997,-25.033400000000000,TROUVE2_LONG09,CML AMPASAMASAY
49.3092000002799,-12.286,7,7,7,7.000000000000000,21.000000000000000,CSB2 SAINTE ANNE,CSB2,49.309199999999997,-12.286000000000000,MDG71715009010,71,715,009,010,Priv,,,,0.000000000000000,0.000000000000000,,SAINTE ANNE
49.2899999998003,-12.2921000004145,8,8,8,8.000000000000000,21.000000000000000,CSB2 FISA,CSB2,49.289999999999999,-12.292100000000000,MDG71715009015,71,715,009,015,Priv,,,,0.000000000000000,0.000000000000000,,FISA
47.4273999998103,-21.4364999999748,9,9,9,9.000000000000000,31.000000000000000,CSB1 SE.MI.PI,CSB1,47.427399999999999,-21.436499999999999,MDG23211091003,23,211,091,003,Priv,,,,0.000000000000000,0.000000000000000,,SE.MI.PI
46.83300000025,-22.738,10,10,10,10.000000000000000,34.000000000000000,CSB1 Ankasy,CSB1,46.832999999999998,-22.738000000000000,MDG24218050005,24,218,050,005,,,,,0.000000000000000,0.000000000000000,,Ankasy
46.1298999998853,-22.3986000002896,11,11,11,11.000000000000000,34.000000000000000,CSB1 MAISON CENTRAL,CSB1,46.129899999999999,-22.398599999999998,MDG24216010006,24,216,010,006,"Public, Assumed",Hospital,Ihorombe,GeoNames,46.200000000000003,-22.300000000000001,TROUVE2_LONG09,MAISON CENTRAL
47.5837999996704,-22.77379999977,12,12,12,12.000000000000000,33.000000000000000,CSB2 AMBOHIGOGO,CSB2,47.583799999999997,-22.773800000000001,MDG25213270001,25,213,270,001,Public,Health Center,Ambohigogo,GPS,47.583333300000000,-22.766666699999998,,AMBOHIGOGO
47.55300000025,-22.8635000003246,13,13,13,13.000000000000000,33.000000000000000,CSB2 RM2 ETROTROKA,CSB2,47.552999999999997,-22.863499999999998,MDG25213390006,25,213,390,006,Public,Health Center,Rm2 Etrotroka,GPS,47.553010000000000,-22.863527999999999,TROUVE2_LONG,RM2 ETROTROKA
47.6053000000951,-22.9578999999849,14,14,14,14.000000000000000,33.000000000000000,CSB2 TOVONA,CSB2,47.605300000000000,-22.957899999999999,MDG25213450007,25,213,450,007,Public,Health Center,Tovona,GPS,47.633333299999997,-22.916666700000000,,TOVONA
48.2506999998053,-20.9501999996301,15,15,15,15.000000000000000,35.000000000000000,CSB1 AMBOHIMAHASOA,CSB1,48.250700000000002,-20.950199999999999,MDG23209170003,23,209,170,003,,,,,0.000000000000000,0.000000000000000,,AMBOHIMAHASOA
47.5568000001201,-23.52279999982,16,16,16,16.000000000000000,33.000000000000000,CSB1 ECAR MATANGA,CSB1,47.556800000000003,-23.522800000000000,MDG25214151001,25,214,151,001,Public,Health Center,Matanga,GPS,47.549999999999997,-23.516666699999998,,ECAR MATANGA
47.3296999999552,-22.8135999996401,17,17,17,17.000000000000000,33.000000000000000,CSB2 EKAR VONDROZO,CSB2,47.329700000000003,-22.813600000000001,MDG25217011002,25,217,011,002,Public,Health Center,Vondrozo,Combination,47.284422999999997,-22.804897000000000,,EKAR VONDROZO
48.4226000003899,-20.7098999995852,18,18,18,18.000000000000000,35.000000000000000,CSB1 ANDRANOMAVO,CSB1,48.422600000000003,-20.709900000000001,MDG23207090009,23,207,090,009,Public,Health Center,Vohilavakely,Encarta,48.350499999999997,-20.704999999999998,TROUVE2_LONG09,ANDRANOMAVO
47.8317999995705,-22.3368000003196,19,19,19,19.000000000000000,35.000000000000000,CSB1 VATOLAPANA,CSB1,47.831800000000001,-22.336800000000000,MDG23212010005,23,212,010,005,Public,Hospital,Vohipeno,GPS,47.833333300000000,-22.350000000000001,TROUVE2_LONG006,VATOLAPANA
48.3458000002699,-21.2062999998449,20,20,20,20.000000000000000,35.000000000000000,CSB2 FANANTENANE,CSB2,48.345799999999997,-21.206299999999999,MDG23209010005,23,209,010,005,,,,,0.000000000000000,0.000000000000000,,FANANTENANE
47.5588999998353,-16.7481000002147,21,21,21,21.000000000000000,42.000000000000000,CSB2 CML SOA NY SALAMA BEKAPAIKA,CSB2,47.558900000000001,-16.748100000000001,MDG43408030008,43,408,030,008,Priv,,,,0.000000000000000,0.000000000000000,,CML SOA NY SALAMA BEKAPAIKA
46.3442999998453,-15.69819999973,22,22,22,22.000000000000000,41.000000000000000,CSB2 MITSIMBINA,CSB2,46.344299999999997,-15.698200000000000,MDG41401002006,41,401,002,006,,,,,0.000000000000000,0.000000000000000,,MITSIMBINA
46.3181000003149,-15.7147999999199,23,23,23,23.000000000000000,41.000000000000000,CSB2 CM AMADIA,CSB2,46.318100000000001,-15.714800000000000,MDG41401001002,41,401,001,002,Public,Health Center,CSS Centre De Sant Scolaire,GPS,46.317613000000001,-15.715218999999999,TROUVE2_LONG,CM AMADIA
47.0882000003299,-15.6429000000348,24,24,24,24.000000000000000,41.000000000000000,CSB1 AMBODIPAMBA,CSB1,47.088200000000001,-15.642899999999999,MDG41415091003,41,415,091,003,,,,,0.000000000000000,0.000000000000000,,AMBODIPAMBA
47.9929000003349,-14.8910000002497,25,25,25,25.000000000000000,44.000000000000000,CSB2 FSFA ANTSOHIHY,CSB2,47.992899999999999,-14.891000000000000,MDG42413010007,42,413,010,007,Priv,,,,0.000000000000000,0.000000000000000,,FSFA ANTSOHIHY
48.0180999996155,-14.53219999983,26,26,26,26.000000000000000,44.000000000000000,CSB1 ANGELO FICARRA,CSB1,48.018099999999997,-14.532200000000000,MDG42411050001,42,411,050,001,Priv,,,,0.000000000000000,0.000000000000000,,ANGELO FICARRA
46.4082999996454,-15.5749000001347,27,27,27,27.000000000000000,41.000000000000000,CSB1 ANTSANITIA,CSB1,46.408299999999997,-15.574900000000000,MDG41415011008,41,415,011,008,,,,,0.000000000000000,0.000000000000000,,ANTSANITIA
47.8894000001101,-15.0225000002746,28,28,28,28.000000000000000,44.000000000000000,CSB1 FSFA ANAHIDRANO,CSB1,47.889400000000002,-15.022500000000001,MDG42413070001,42,413,070,001,Public,Health Center,Anahidrano,GPS,47.899999999999999,-15.033333300000001,,FSFA ANAHIDRANO
47.9838999998852,-14.8738000002696,29,29,29,29.000000000000000,44.000000000000000,CSB2 EX CTV,CSB2,47.983899999999998,-14.873799999999999,MDG42413010002,42,413,010,002,,,,,0.000000000000000,0.000000000000000,,EX CTV
48.9103999997603,-14.3032000001797,30,30,30,30.000000000000000,44.000000000000000,CSB1 AMBOHIMANAKANA,CSB1,48.910400000000003,-14.303200000000000,MDG42414151008,42,414,151,008,,,,,0.000000000000000,0.000000000000000,,AMBOHIMANAKANA
48.93740000021,-15.1053000000948,31,31,31,31.000000000000000,44.000000000000000,CSB2 SAINT FIDEL ANTSAKABARY,CSB2,48.937399999999997,-15.105300000000000,MDG42412210007,42,412,210,007,Public,Health Center,Antsakabary,GPS,48.933333300000001,-15.050000000000001,,SAINT FIDEL ANTSAKABARY
47.0953000003948,-15.7605000002746,32,32,32,32.000000000000000,41.000000000000000,CSB2 CENTRE MEDICAL COMMUNAUTAIRE ADABOKELY,CSB2,47.095300000000002,-15.760500000000000,MDG41415091010,41,415,091,010,,,,,0.000000000000000,0.000000000000000,,CENTRE MEDICAL COMMUNAUTAIRE ADABOKELY
47.4773999997104,-18.9161999996301,160,159,159,159.000000000000000,11.000000000000000,CSB2 CM ANDRIATIANA,CSB2,47.477400000000003,-18.916200000000000,MDG11117030001,11,117,030,001,,,,,0.000000000000000,0.000000000000000,,CM ANDRIATIANA
48.2056000001401,-17.8486999996051,33,33,33,33.000000000000000,52.000000000000000,CSB1 ANANDROBE,CSB1,48.205599999999997,-17.848700000000001,MDG33313152003,33,313,152,003,Public,Health Post,Anandrobe,GPS,48.200000000000003,-17.850000000000001,,ANANDROBE
47.4983000003449,-18.9281999999299,34,201,201,201.000000000000000,11.000000000000000,CSB2 ANOSIPATRANA,CSB2,47.498300000000000,-18.928200000000000,MDG11101004006,11,101,004,006,,,,,0.000000000000000,0.000000000000000,,ANOSIPATRANA
48.2296999999552,-19.04619999973,35,34,34,34.000000000000000,52.000000000000000,CSB1 USINE MILITAIRE SAHAFITANA,CSB1,48.229700000000001,-19.046199999999999,MDG33314030011,33,314,030,011,Public,Health Post,Saharevo,GPS,48.188893000000000,-18.924046000000001,TROUVE2_LONG09,USINE MILITAIRE SAHAFITANA
48.2301999996304,-18.9488000002196,36,35,35,35.000000000000000,52.000000000000000,CSB2 CTV/SRA MORAMANGA,CSB2,48.230200000000004,-18.948799999999999,MDG33314010001,33,314,010,001,Public,Health Center,CTV/SRA Moramanga,GPS,48.200000000000003,-18.933333300000001,,CTV/SRA MORAMANGA
47.9476000004398,-18.9286999996052,37,36,36,36.000000000000000,52.000000000000000,CSB1 JIRAMA MANDRAKA,CSB1,47.947600000000001,-18.928699999999999,MDG33314150005,33,314,150,005,Priv,,Jirama Mandraka,,0.000000000000000,0.000000000000000,,JIRAMA MANDRAKA
43.6260000003999,-23.2119999997001,38,37,37,37.000000000000000,61.000000000000000,CSB2 SRA IFATY,CSB2,43.625999999999998,-23.212000000000000,MDG51520030008,51,520,030,008,Priv,Health Center,Sra Ifaty,,0.000000000000000,0.000000000000000,TROUVE2UCASE,SRA IFATY
43.4751999997803,-22.9585999998899,39,38,38,38.000000000000000,61.000000000000000,CSB1 TSIAKY,CSB1,43.475200000000001,-22.958600000000001,MDG51520250013,51,520,250,013,Public,Health Post,Tsiaky,GPS,43.475200000000001,-22.958600000000001,TROUVE2_LONG09,TSIAKY
44.4126999997054,-24.0647000002047,40,39,39,39.000000000000000,61.000000000000000,CSB1 SAINTA,CSB1,44.412700000000001,-24.064699999999998,MDG51507190007,51,507,190,007,,,,,0.000000000000000,0.000000000000000,,SAINTA
44.7037999996704,-24.6492000000798,41,40,40,40.000000000000000,61.000000000000000,CSB1 BEHAVANDRA,CSB1,44.703800000000001,-24.649200000000000,MDG51507030007,51,507,030,007,Public,Health Center,Behavandra,GPS,44.700000000000003,-24.666666700000000,,BEHAVANDRA
49.3768999998353,-18.143899999785,42,41,41,41.000000000000000,51.000000000000000,CSB2 VILLAGE D'ENFANTS SOS,CSB2,49.376899999999999,-18.143899999999999,MDG31301005007,31,301,005,007,Public,Health Center,Universite,GPS,49.376555000000003,-18.135258000000000,TROUVE2_LONG,VILLAGE D'ENFANTS SOS
49.3766000003899,-18.135299999795,43,42,42,42.000000000000000,51.000000000000000,CSB2 UNIVERSITE,CSB2,49.376600000000003,-18.135300000000001,MDG31301005007,31,301,005,007,,,,,0.000000000000000,0.000000000000000,,UNIVERSITE
49.3998000000701,-18.1340000000998,44,43,43,43.000000000000000,51.000000000000000,CSB2 SALFA,CSB2,49.399799999999999,-18.134000000000000,MDG31301005013,31,301,005,013,Priv,,,,0.000000000000000,0.000000000000000,,SALFA
49.3994999997254,-18.1460000003996,45,44,44,44.000000000000000,51.000000000000000,CSB2 MARIE STOPES TANAMBAO V,CSB2,49.399500000000003,-18.146000000000001,MDG31301004015,31,301,004,015,Priv,,,,0.000000000000000,0.000000000000000,,MARIE STOPES TANAMBAO V
49.39760000024,-18.1444999995751,46,45,45,45.000000000000000,51.000000000000000,CSB2 SAF/FJKM ISALAMA,CSB2,49.397599999999997,-18.144500000000001,MDG31301005031,31,301,005,031,Priv,,,,0.000000000000000,0.000000000000000,,SAF/FJKM ISALAMA
49.4086000002899,-18.1450000001497,47,46,46,46.000000000000000,51.000000000000000,CSB2 FISA,CSB2,49.408600000000000,-18.145000000000000,MDG31301004004,31,301,004,004,Priv,,,,0.000000000000000,0.000000000000000,,FISA
49.4150999996654,-18.1567000001048,48,47,47,47.000000000000000,51.000000000000000,CSB2 JIRAMA,CSB2,49.415100000000002,-18.156700000000001,MDG31301001001,31,301,001,001,Priv,,,,0.000000000000000,0.000000000000000,,JIRAMA
49.4086000002899,-18.154899999835,49,48,48,48.000000000000000,51.000000000000000,CSB2 OMSI,CSB2,49.408600000000000,-18.154900000000001,MDG31301001008,31,301,001,008,Priv,,,,0.000000000000000,0.000000000000000,,OMSI
49.4040000003999,-18.1521000002147,50,49,49,49.000000000000000,51.000000000000000,CSB2 SPAT,CSB2,49.404000000000003,-18.152100000000001,MDG31301001005,31,301,001,005,Priv,,,,0.000000000000000,0.000000000000000,,SPAT
49.4000000002999,-18.131299999695,51,50,50,50.000000000000000,51.000000000000000,CSB2 MIANKO,CSB2,49.399999999999999,-18.131300000000000,MDG31301005009,31,301,005,009,Priv,,,,0.000000000000000,0.000000000000000,,MIANKO
49.4042999998453,-18.1648999996351,52,51,51,51.000000000000000,51.000000000000000,CSB2 MADARAIL,CSB2,49.404299999999999,-18.164899999999999,MDG31301002018,31,301,002,018,Priv,,,,0.000000000000000,0.000000000000000,,MADARAIL
49.3947999997204,-18.1694000003096,53,52,52,52.000000000000000,51.000000000000000,CSB2 CM SOLIMA,CSB2,49.394799999999996,-18.169400000000000,MDG31301002021,31,301,002,021,Priv,,,,0.000000000000000,0.000000000000000,,CM SOLIMA
49.4141000003149,-18.1514000003096,54,53,53,53.000000000000000,51.000000000000000,CSB2 ESPACE MEDICAL,CSB2,49.414099999999998,-18.151399999999999,MDG31301001003,31,301,001,003,Priv,,,,0.000000000000000,0.000000000000000,,ESPACE MEDICAL
49.403900000285,-18.1528000001197,55,54,54,54.000000000000000,51.000000000000000,CSB2 FUNHECE,CSB2,49.403900000000000,-18.152799999999999,MDG31301001006,31,301,001,006,Priv,,,,0.000000000000000,0.000000000000000,,FUNHECE
49.4096999997553,-18.1565999999899,56,55,55,55.000000000000000,51.000000000000000,CSB1 MAISON CENTRALE,CSB1,49.409700000000001,-18.156600000000001,MDG31301001008,31,301,001,008,Public,Health Post,Maison Centrale,GPS,49.409697000000001,-18.156600999999998,,MAISON CENTRALE
48.2321000000152,-13.3822000003296,57,56,56,56.000000000000000,21.000000000000000,CSB2 ESPACE MEDICAL,CSB2,48.232100000000003,-13.382199999999999,MDG71718005006,71,718,005,006,Priv,,,,0.000000000000000,0.000000000000000,,ESPACE MEDICAL
48.2783000000451,-13.4062000000298,58,57,57,57.000000000000000,21.000000000000000,CSB2 OMINO,CSB2,48.278300000000002,-13.406200000000000,MDG71718001001,71,718,001,001,Public,Health Center,Ambatozavavy,GPS,48.316666699999999,-13.366666700000000,TROUVE2_LONG09,OMINO
48.2136000003399,-13.402099999815,59,58,58,58.000000000000000,21.000000000000000,CSB2 PECHERIES DE NOSY BE,CSB2,48.213600000000000,-13.402100000000001,MDG71718001002,71,718,001,002,Priv,,,,0.000000000000000,0.000000000000000,,PECHERIES DE NOSY BE
46.1240000002999,-22.4007,60,59,59,59.000000000000000,34.000000000000000,CSB2 CML DR ANDRY,CSB2,46.124000000000002,-22.400700000000001,MDG24216010007,24,216,010,007,Public,Health Center,Ihosy,GPS,46.116666700000003,-22.399999999999999,TROUVE2_LONG09,CML DR ANDRY
46.3565000003749,-21.9642000002297,61,60,60,60.000000000000000,34.000000000000000,CSB2 FANDANA,CSB2,46.356499999999997,-21.964200000000002,MDG24216151005,24,216,151,005,Priv,Health Center,Fandana,,0.000000000000000,0.000000000000000,TROUVE2UCASE,FANDANA
48.006900000235,-22.1472000000798,62,61,61,61.000000000000000,35.000000000000000,CSB2 MSI,CSB2,48.006900000000002,-22.147200000000002,MDG23210010016,23,210,010,016,Priv,Health Center,Msi,,0.000000000000000,0.000000000000000,TROUVE2CSB2,MSI
47.8638000003699,-21.8230999999649,63,62,62,62.000000000000000,35.000000000000000,CSB1 AMBODIBONARA,CSB1,47.863799999999998,-21.823100000000000,MDG23210151012,23,210,151,012,Public,Health Post,Ambodibonara,GPS,47.863759000000002,-21.823056000000001,,AMBODIBONARA
47.8341000004149,-21.7959000001847,64,63,63,63.000000000000000,35.000000000000000,CSB1 VATOLAMBO,CSB1,47.834099999999999,-21.795900000000000,MDG23210151004,23,210,151,004,Public,Health Post,Vatolambo,GPS,47.834119000000001,-21.795912999999999,,VATOLAMBO
47.754900000235,-19.2292999996951,65,64,64,64.000000000000000,11.000000000000000,CSB2 CABINET MEDICAL D'ALAROBIA,CSB2,47.754899999999999,-19.229299999999999,MDG11115110001,11,115,110,001,Priv,,,,0.000000000000000,0.000000000000000,,CABINET MEDICAL D'ALAROBIA
47.7780999999152,-19.2471999995802,66,65,65,65.000000000000000,11.000000000000000,CSB2 CABINET MEDICAL PRIVE AMBOHIMIADANA,CSB2,47.778100000000002,-19.247199999999999,MDG11115091001,11,115,091,001,Public,Health Center,Ambohimiadana,GPS,47.766666700000002,-19.233333300000002,,CABINET MEDICAL PRIVE AMBOHIMIADANA
47.7673000000951,-19.1633000002946,67,66,66,66.000000000000000,11.000000000000000,CSB2 ADVENTISTE FIADANANA,CSB2,47.767299999999999,-19.163300000000000,MDG11115170001,11,115,170,001,Public,Health Center,Anosibe Trimoloharano,GPS,47.783333300000002,-19.166666700000000,TROUVE2_LONG09,ADVENTISTE FIADANANA
47.171100000265,-18.8597999995702,68,67,67,67.000000000000000,13.000000000000000,CSB2 SANTE SUD AMBOHIJANAMASOANDRO,CSB2,47.171100000000003,-18.859800000000000,MDG13105050005,13,105,050,005,Priv,,,,0.000000000000000,0.000000000000000,,SANTE SUD AMBOHIJANAMASOANDRO
46.7191999998802,-19.2422000001297,69,68,68,68.000000000000000,13.000000000000000,CSB2 AMPARIBOHITRA,CSB2,46.719200000000001,-19.242200000000000,MDG13113072001,13,113,072,001,Public,Health Center,Amparibohitra,Combination,46.962108000000001,-19.047853000000000,,AMPARIBOHITRA
46.7361000004149,-19.1658999996851,70,69,69,69.000000000000000,13.000000000000000,CSB2 CML  AMPITSAHARANA,CSB2,46.736100000000000,-19.165900000000001,MDG13113011019,13,113,011,019,Priv,,,,0.000000000000000,0.000000000000000,,CML  AMPITSAHARANA
48.2310999997653,-18.9484999998749,71,70,70,70.000000000000000,52.000000000000000,CSB2 JIRAMA MORAMANGA,CSB2,48.231099999999998,-18.948499999999999,MDG33314010010,33,314,010,010,Priv,,,,0.000000000000000,0.000000000000000,,JIRAMA MORAMANGA
47.1821000003149,-19.0064999999748,72,71,71,71.000000000000000,13.000000000000000,CSB2 CM DR ANDRIANALIMANANA FANOMEZANTSOA,CSB2,47.182099999999998,-19.006499999999999,MDG13105010007,13,105,010,007,Priv,Health Center,Cm Dr Andrianalimanana Fanomezantsoa,,0.000000000000000,0.000000000000000,TROUVE2UCASE,CM DR ANDRIANALIMANANA FANOMEZANTSOA
47.1815999997403,-19.016499999775,73,72,72,72.000000000000000,13.000000000000000,CSB2 CM DR RASOAHERINOMENJANAHARY HANTANDRAINY,CSB2,47.181600000000003,-19.016500000000001,MDG13105010010,13,105,010,010,Public,Hospital,Arivonimamo,GPS,47.183333300000001,-19.016666699999998,TROUVE2_LONG,CM DR RASOAHERINOMENJANAHARY HANTANDRAINY
47.2177999999702,-19.027499999825,74,73,73,73.000000000000000,13.000000000000000,CSB2 CM DR RAONIMAHARIVO RAVOSOA,CSB2,47.217799999999997,-19.027500000000000,MDG13105010013,13,105,010,013,Priv,,,,0.000000000000000,0.000000000000000,,CM DR RAONIMAHARIVO RAVOSOA
47.331500000225,-19.0350000003496,75,74,74,74.000000000000000,13.000000000000000,CSB2 CM SANTE SUD TALATA MAROMENA,CSB2,47.331499999999998,-19.035000000000000,MDG13105130030,13,105,130,030,Priv,,,,0.000000000000000,0.000000000000000,,CM SANTE SUD TALATA MAROMENA
48.2471000001651,-13.2185000001747,76,75,75,75.000000000000000,21.000000000000000,CSB2 AMBOHIDAY,CSB2,48.247100000000003,-13.218500000000001,MDG71718004003,71,718,004,003,Priv,,,,0.000000000000000,0.000000000000000,,AMBOHIDAY
48.3328999998353,-13.4905999998899,77,76,76,76.000000000000000,21.000000000000000,CSB1 FIVAMIFA,CSB1,48.332900000000002,-13.490600000000001,MDG71718002005,71,718,002,005,Priv,,,,0.000000000000000,0.000000000000000,,FIVAMIFA
48.330900000235,-13.4864999996751,78,77,77,77.000000000000000,21.000000000000000,CSB1 FIFOTIFA,CSB1,48.330900000000000,-13.486499999999999,MDG71718002005,71,718,002,005,Priv,,,,0.000000000000000,0.000000000000000,,FIFOTIFA
50.2748000001201,-15.88299999985,79,78,78,78.000000000000000,22.000000000000000,CSB2 VINANIVAO,CSB2,50.274799999999999,-15.882999999999999,MDG72710271001,72,710,271,001,Public,Health Center,Vinanivao,GPS,50.266666700000002,-15.883333300000000,,VINANIVAO
47.1093000002949,-21.4656000001397,80,79,79,79.000000000000000,31.000000000000000,CSB2 CATHOLIQUE AMBATOHARANANA,CSB2,47.109299999999998,-21.465599999999998,MDG21201004001,21,201,004,001,Priv,,,,0.000000000000000,0.000000000000000,,CATHOLIQUE AMBATOHARANANA
47.1025999997903,-21.4377999996701,81,80,80,80.000000000000000,31.000000000000000,CSB2 MAMY TALATAMATY,CSB2,47.102600000000002,-21.437799999999999,MDG21201002003,21,201,002,003,Priv,,,,0.000000000000000,0.000000000000000,,MAMY TALATAMATY
47.5523999995605,-22.6126999999049,82,81,81,81.000000000000000,33.000000000000000,CSB2 AMBALATRAKA,CSB2,47.552399999999999,-22.612700000000000,MDG25213410003,25,213,410,003,Public,Health Center,Ambalatraka,GPS,47.216666699999998,-22.899999999999999,,AMBALATRAKA
47.0559000000851,-23.5348000001197,83,82,82,82.000000000000000,33.000000000000000,CSB1 BEKOFAFA,CSB1,47.055900000000001,-23.534800000000001,MDG25215011002,25,215,011,002,Public,Health Post,Bekofafa,GPS,47.055891000000003,-23.534817000000000,TROUVE2_LONG,BEKOFAFA
